City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Amritsar,2019-03-29,73.09,113.95,15.57,16.56,26.54,15.67,0.74,4.22,22.04,6.44,2.23,10.15,140.11,Moderate
Amritsar,2019-03-30,60.48,106.94,9.90,10.80,19.40,5.71,0.47,34.46,24.02,4.97,2.10,7.92,158.76,Moderate
Amritsar,2019-03-31,28.25,67.71,11.09,13.03,23.98,10.74,0.42,7.35,19.17,3.80,2.16,11.82,88.54,Satisfactory
Amritsar,2019-04-01,43.80,95.73,39.15,35.03,44.67,25.80,0.75,4.34,18.12,4.69,1.96,8.73,118.62,Moderate
Amritsar,2019-04-02,71.36,120.11,85.38,81.76,70.69,92.54,0.53,3.63,24.38,5.90,2.24,11.17,168.27,Moderate
Amritsar,2019-04-03,54.24,94.69,87.13,138.35,132.09,126.12,0.76,2.73,27.24,5.81,2.22,13.28,189.82,Moderate
Amritsar,2019-04-04,66.98,111.23,23.01,66.24,78.47,42.74,0.73,4.30,29.25,5.57,2.19,10.80,171.12,Moderate
Amritsar,2019-04-05,84.64,139.75,26.32,66.81,88.46,32.63,0.83,2.39,25.79,7.19,2.33,12.88,193.38,Moderate
Amritsar,2019-04-06,92.19,167.42,9.80,22.71,32.14,9.58,0.77,4.12,26.43,6.33,2.22,10.46,177.98,Moderate
Amritsar,2019-04-07,28.98,72.15,9.91,20.28,30.18,9.14,0.56,4.78,13.72,4.41,2.18,9.02,95.76,Satisfactory
Amritsar,2019-04-08,34.90,94.52,12.05,22.68,34.11,10.60,0.32,6.23,15.59,3.76,2.12,7.30,109.19,Moderate
Amritsar,2019-04-09,70.98,129.01,13.60,19.69,33.29,10.49,0.98,7.69,25.69,5.12,2.21,7.33,151.35,Moderate
Amritsar,2019-04-10,53.72,112.19,14.37,17.95,32.32,10.73,0.76,4.22,28.67,4.41,2.18,7.89,123.87,Moderate
Amritsar,2019-04-11,53.68,81.89,16.13,17.40,32.60,11.70,0.94,4.22,31.66,4.25,2.14,7.71,116.05,Moderate
Amritsar,2019-04-12,35.58,83.38,15.88,15.89,31.36,12.46,0.61,7.11,24.17,3.70,2.13,8.04,101.00,Moderate
Amritsar,2019-04-13,33.04,85.15,15.38,17.82,30.08,10.67,0.82,8.42,20.66,3.86,1.98,6.49,104.03,Moderate
Amritsar,2019-04-14,43.46,90.03,17.36,19.46,36.82,12.85,1.11,8.82,17.91,4.50,2.24,8.05,117.63,Moderate
Amritsar,2019-04-15,49.03,122.91,15.45,18.11,32.28,11.81,0.62,4.07,22.24,4.71,2.12,7.05,121.79,Moderate
Amritsar,2019-04-16,38.20,105.68,12.61,14.00,26.07,9.80,0.69,5.36,26.08,2.72,2.06,7.45,106.89,Moderate
Amritsar,2019-04-17,30.80,54.33,12.33,12.97,23.63,8.87,0.59,8.01,19.07,2.57,1.97,7.02,90.74,Satisfactory
Amritsar,2019-04-18,31.83,60.62,14.63,16.91,25.02,10.11,0.62,14.11,23.27,3.07,1.70,7.17,101.93,Moderate
Amritsar,2019-04-19,43.30,81.48,17.41,19.00,36.61,12.32,0.93,4.29,27.60,4.32,2.21,9.54,107.34,Moderate
Amritsar,2019-04-20,47.63,96.05,17.24,15.44,31.27,12.44,1.21,4.29,26.86,5.28,2.23,10.68,112.40,Moderate
Amritsar,2019-04-21,64.79,125.99,17.26,15.45,32.71,12.46,1.02,4.01,28.61,6.52,2.39,12.83,133.56,Moderate
Amritsar,2019-04-22,79.94,147.50,17.26,15.45,32.71,12.46,0.93,4.21,27.80,6.43,2.33,14.66,152.84,Moderate
Amritsar,2019-04-23,62.45,130.58,17.26,15.45,32.71,12.46,1.52,4.11,35.21,5.83,2.36,10.89,134.40,Moderate
Amritsar,2019-04-24,35.46,150.77,14.97,17.48,30.51,11.09,0.39,5.36,28.05,4.38,2.08,9.15,114.31,Moderate
Amritsar,2019-04-25,36.93,76.91,14.29,16.89,30.26,9.50,1.04,5.36,25.33,3.58,2.09,9.04,101.86,Moderate
Amritsar,2019-04-26,38.07,79.67,15.37,13.76,29.13,8.41,0.80,2.87,30.27,3.33,2.17,11.01,95.89,Satisfactory
Amritsar,2019-04-27,60.35,110.87,15.37,13.76,29.13,8.41,0.78,6.23,28.28,4.16,2.18,12.91,127.99,Moderate
Amritsar,2019-04-28,61.59,151.49,15.37,13.76,29.13,8.41,0.96,6.23,25.11,4.21,2.19,12.61,140.10,Moderate
Amritsar,2019-04-29,58.58,131.10,19.03,16.09,35.12,10.79,1.00,5.23,23.26,4.49,2.23,9.75,132.98,Moderate
Amritsar,2019-04-30,47.27,135.19,22.64,18.39,41.03,13.15,0.63,4.29,25.34,4.05,2.21,6.79,121.75,Moderate
Amritsar,2019-05-01,43.45,95.71,18.09,17.41,35.08,11.63,1.00,4.11,31.28,3.96,2.19,7.32,109.53,Moderate
Amritsar,2019-05-02,38.35,110.64,14.47,16.64,30.10,10.42,0.50,51.84,33.26,3.74,2.13,10.26,160.98,Moderate
Amritsar,2019-05-03,30.74,80.80,14.47,16.64,31.11,10.42,0.89,62.24,37.59,3.24,2.17,8.21,160.45,Moderate
Amritsar,2019-05-04,43.75,100.92,34.72,28.21,57.07,34.44,0.87,36.35,30.69,3.87,2.05,8.83,150.40,Moderate
Amritsar,2019-05-05,74.98,145.44,103.44,69.80,44.30,62.39,0.94,7.94,33.14,4.78,2.20,10.98,172.50,Moderate
Amritsar,2019-05-06,59.63,118.65,33.67,64.12,48.79,43.00,1.03,14.18,27.67,5.02,2.30,10.06,174.60,Moderate
Amritsar,2019-05-07,65.93,129.11,33.11,38.61,54.08,50.39,0.97,45.27,29.90,6.59,2.31,10.58,194.95,Moderate
Amritsar,2019-05-08,54.21,110.82,73.43,72.44,95.37,129.46,1.29,67.26,29.01,4.83,2.20,9.16,217.76,Poor
Amritsar,2019-05-09,84.41,144.68,24.93,29.71,45.50,67.89,0.83,32.97,27.53,5.90,2.32,12.03,194.12,Moderate
Amritsar,2019-05-10,97.06,176.04,40.72,31.61,60.06,78.96,0.96,14.65,33.36,3.95,2.07,8.36,190.33,Moderate
Amritsar,2019-05-11,93.87,135.68,13.96,15.08,25.84,30.65,1.07,27.27,19.58,4.58,2.21,9.82,192.30,Moderate
Amritsar,2019-05-12,37.95,76.21,22.15,18.64,35.84,49.09,0.79,26.86,20.99,4.89,2.25,13.61,120.53,Moderate
Amritsar,2019-05-13,90.72,142.79,10.98,12.11,21.62,18.23,1.03,26.99,19.67,5.46,2.22,10.66,189.39,Moderate
Amritsar,2019-05-14,36.44,63.95,12.05,10.57,22.38,7.22,0.82,4.84,25.14,4.05,2.19,8.65,91.97,Satisfactory
Amritsar,2019-05-15,69.30,135.22,12.01,9.09,21.09,6.89,0.80,26.79,19.53,4.88,2.25,9.30,164.94,Moderate
Amritsar,2019-05-16,34.17,70.38,71.16,39.57,81.04,76.27,0.66,11.66,18.37,3.76,2.12,8.13,102.56,Moderate
Amritsar,2019-05-17,38.31,96.81,20.38,14.91,34.47,11.92,0.73,16.10,12.17,4.09,2.22,9.45,117.37,Moderate
Amritsar,2019-05-18,31.87,61.91,15.01,9.74,24.64,7.88,1.06,20.38,19.92,3.72,2.19,11.06,105.24,Moderate
Amritsar,2019-05-19,49.54,105.25,14.50,9.31,23.29,7.51,0.90,22.30,26.86,4.09,2.13,9.87,132.70,Moderate
Amritsar,2019-05-20,37.44,95.69,13.83,10.04,22.93,6.88,0.84,13.10,26.11,3.22,2.08,8.32,109.60,Moderate
Amritsar,2019-05-21,46.62,98.10,33.16,30.30,54.34,37.70,0.76,23.13,25.32,3.44,1.91,7.14,139.72,Moderate
Amritsar,2019-05-22,58.24,114.75,61.77,47.67,67.32,52.80,1.09,25.23,26.95,4.66,2.16,8.64,163.90,Moderate
Amritsar,2019-05-23,38.70,93.26,73.32,63.38,95.71,50.53,0.76,12.84,19.33,3.53,2.12,7.57,137.52,Moderate
Amritsar,2019-05-24,26.47,62.35,15.67,11.18,23.35,14.65,0.91,17.60,20.92,3.16,1.97,6.72,97.35,Satisfactory
Amritsar,2019-05-25,22.15,55.39,13.77,8.36,21.59,9.65,0.89,16.45,25.08,3.14,2.16,8.45,87.93,Satisfactory
Amritsar,2019-05-26,34.80,75.58,14.26,8.64,22.57,9.16,1.00,17.25,25.44,4.38,2.20,9.71,105.47,Moderate
Amritsar,2019-05-27,32.11,71.02,18.58,13.58,30.02,12.53,0.99,15.40,25.75,3.86,1.97,8.95,102.70,Moderate
Amritsar,2019-05-28,38.02,79.34,34.12,32.18,53.48,36.31,0.86,25.47,26.91,4.16,1.98,9.36,130.65,Moderate
Amritsar,2019-05-29,43.03,101.54,28.09,22.68,42.36,33.68,1.42,24.33,26.36,5.25,2.14,7.03,135.32,Moderate
Amritsar,2019-05-30,57.30,130.38,45.29,27.38,48.35,36.81,0.94,33.42,30.14,6.64,2.34,11.00,161.86,Moderate
Amritsar,2019-05-31,55.89,132.32,32.08,20.02,42.14,26.23,1.19,21.88,31.89,6.19,2.23,10.94,146.66,Moderate
Amritsar,2019-06-01,58.44,141.53,23.22,13.55,30.28,22.50,0.84,25.04,31.93,6.41,2.27,13.48,149.77,Moderate
Amritsar,2019-06-02,49.65,120.56,17.60,11.27,24.49,16.26,1.20,19.91,22.67,6.29,2.33,13.20,133.67,Moderate
Amritsar,2019-06-03,63.82,181.11,17.18,10.54,23.38,14.20,0.39,14.40,24.17,6.36,2.26,11.55,151.41,Moderate
Amritsar,2019-06-04,38.14,123.69,14.94,7.91,16.64,17.73,0.58,6.54,31.20,3.88,1.80,8.70,103.15,Moderate
Amritsar,2019-06-05,51.45,115.44,16.52,9.43,17.31,19.86,0.68,16.63,27.17,4.76,1.81,10.42,126.63,Moderate
Amritsar,2019-06-06,46.72,88.35,18.38,9.22,21.00,21.43,0.53,12.95,40.67,4.40,2.03,11.59,108.01,Moderate
Amritsar,2019-06-07,35.52,68.81,16.51,9.41,20.08,18.25,0.70,22.39,38.58,3.81,1.93,8.94,106.43,Moderate
Amritsar,2019-06-08,39.76,97.33,14.99,9.65,21.39,14.95,0.86,19.92,28.88,5.35,2.21,10.58,116.57,Moderate
Amritsar,2019-06-09,39.17,86.77,16.07,10.66,19.45,11.16,1.09,20.21,25.17,4.65,1.92,9.68,116.83,Moderate
Amritsar,2019-06-10,34.67,95.14,17.29,10.50,20.93,12.81,0.73,21.96,31.75,5.31,1.89,8.38,113.14,Moderate
Amritsar,2019-06-11,50.27,146.22,53.67,22.83,64.27,39.57,0.69,22.77,24.11,5.44,2.23,9.93,141.02,Moderate
Amritsar,2019-06-12,52.25,116.06,24.07,13.75,30.02,20.25,0.62,9.37,30.66,3.58,2.02,7.28,121.75,Moderate
Amritsar,2019-06-13,40.12,96.78,15.33,11.14,18.00,14.48,0.55,15.21,30.70,3.24,1.82,6.81,112.59,Moderate
Amritsar,2019-06-14,41.37,96.26,12.73,10.38,13.38,10.57,0.61,35.25,32.36,3.22,1.55,6.45,137.25,Moderate
Amritsar,2019-06-15,71.78,157.84,16.80,11.13,22.12,13.40,1.17,33.19,19.86,6.78,2.22,11.36,179.91,Moderate
Amritsar,2019-06-16,44.71,79.43,13.34,10.76,16.12,10.13,0.79,9.81,26.84,4.48,1.84,8.94,107.81,Moderate
Amritsar,2019-06-17,62.47,113.81,16.54,11.16,20.55,13.83,0.78,9.02,22.76,4.23,2.03,8.09,132.33,Moderate
Amritsar,2019-06-18,52.47,124.04,16.64,9.73,16.56,14.85,0.56,5.29,23.74,3.01,1.66,5.28,119.23,Moderate
Amritsar,2019-06-19,55.22,177.85,11.61,8.66,16.39,11.57,0.76,18.32,24.29,3.52,1.97,7.14,150.81,Moderate
Amritsar,2019-06-20,31.45,79.17,12.10,8.29,16.71,13.32,0.84,6.59,19.06,3.77,1.95,7.62,91.23,Satisfactory
Amritsar,2019-06-21,22.63,78.34,21.12,11.89,22.70,19.54,1.01,13.58,23.74,4.25,2.00,9.01,90.36,Satisfactory
Amritsar,2019-06-22,30.66,93.25,31.34,16.42,33.89,38.17,0.77,13.33,25.78,5.12,2.14,10.41,98.53,Satisfactory
Amritsar,2019-06-23,30.83,111.52,14.72,8.14,19.02,38.58,0.75,12.05,18.98,5.03,1.92,9.24,99.33,Satisfactory
Amritsar,2019-06-24,20.91,79.27,13.98,8.09,17.35,38.81,0.77,9.28,9.78,4.81,1.86,6.20,81.23,Satisfactory
Amritsar,2019-06-25,16.57,50.38,13.54,7.71,19.39,33.50,0.59,6.39,15.03,3.47,2.10,7.87,66.38,Satisfactory
Amritsar,2019-06-26,24.92,72.10,13.23,8.78,19.14,30.49,0.42,5.53,22.65,3.59,1.92,8.02,77.74,Satisfactory
Amritsar,2019-06-27,22.93,102.56,18.58,10.12,20.53,32.47,0.29,11.97,32.73,3.73,1.83,8.68,87.71,Satisfactory
Amritsar,2019-06-28,39.66,110.23,12.71,10.55,20.67,19.73,0.72,12.92,25.16,5.22,2.06,9.38,112.30,Moderate
Amritsar,2019-06-29,39.39,148.72,12.05,10.47,21.70,19.41,0.43,9.23,23.02,4.41,2.18,10.21,116.48,Moderate
Amritsar,2019-06-30,34.20,121.47,11.64,10.60,20.98,19.41,0.37,10.98,31.58,4.10,2.09,9.86,105.87,Moderate
Amritsar,2019-07-01,38.51,95.89,11.80,10.58,21.27,19.43,0.49,12.69,25.22,4.52,2.12,10.62,107.04,Moderate
Amritsar,2019-07-02,35.45,85.48,11.67,10.73,21.03,19.23,0.46,7.28,28.92,3.99,2.05,9.95,95.21,Satisfactory
Amritsar,2019-07-03,39.52,101.22,11.60,10.62,17.19,19.09,0.38,6.60,17.15,3.67,1.70,9.08,103.53,Moderate
Amritsar,2019-07-04,39.29,104.66,11.42,10.80,16.89,19.43,0.38,6.95,15.28,3.71,1.61,6.96,105.30,Moderate
Amritsar,2019-07-05,15.97,45.06,11.65,10.65,17.36,18.97,0.47,5.66,14.08,5.15,1.70,6.22,67.07,Satisfactory
Amritsar,2019-07-06,33.24,67.52,12.19,10.16,19.89,19.88,0.37,6.76,15.75,4.60,2.08,9.27,88.99,Satisfactory
Amritsar,2019-07-07,23.68,49.41,14.59,8.80,18.37,18.25,0.59,2.13,17.59,4.11,1.79,8.63,69.40,Satisfactory
Amritsar,2019-07-08,38.80,110.12,13.85,9.07,15.90,16.02,0.47,5.10,25.15,3.47,1.90,8.07,101.29,Moderate
Amritsar,2019-07-09,25.52,67.57,12.78,9.21,10.32,3.77,0.45,1.71,36.79,3.00,1.26,6.12,74.57,Satisfactory
Amritsar,2019-07-10,52.38,135.90,22.33,16.70,25.97,11.78,0.34,7.40,23.79,2.27,0.86,5.37,128.33,Moderate
Amritsar,2019-07-11,60.87,154.12,49.82,27.40,42.48,24.11,0.24,7.78,23.29,3.11,0.82,10.43,140.55,Moderate
Amritsar,2019-07-12,48.44,135.54,41.18,25.05,47.83,33.67,0.48,4.99,21.32,3.19,1.09,9.54,121.61,Moderate
Amritsar,2019-07-13,50.87,122.29,25.26,15.78,23.76,49.94,0.30,5.78,28.65,2.94,0.87,10.68,113.22,Moderate
Amritsar,2019-07-14,24.63,44.26,40.95,26.07,35.88,83.09,0.20,4.37,26.30,3.32,0.84,10.17,68.77,Satisfactory
Amritsar,2019-07-15,41.52,67.16,35.12,18.92,32.67,63.60,0.32,5.20,22.48,2.22,0.81,9.36,90.92,Satisfactory
Amritsar,2019-07-16,32.36,55.29,17.81,10.18,25.52,14.76,0.30,7.66,16.87,3.19,1.08,9.33,85.19,Satisfactory
Amritsar,2019-07-17,24.46,48.21,16.32,10.40,25.54,11.47,0.29,8.03,19.29,3.32,1.11,6.40,77.39,Satisfactory
Amritsar,2019-07-18,31.59,62.79,31.80,20.49,41.64,22.79,0.39,5.37,18.33,3.13,1.08,8.10,88.65,Satisfactory
Amritsar,2019-07-19,29.65,57.49,17.25,14.02,26.67,13.26,0.40,4.57,20.27,3.68,1.13,7.96,83.06,Satisfactory
Amritsar,2019-07-20,36.65,64.81,13.68,11.30,21.67,12.08,0.53,8.00,18.76,3.59,1.14,9.62,94.67,Satisfactory
Amritsar,2019-07-21,34.10,60.06,11.67,10.68,20.93,11.57,0.47,17.74,22.13,4.25,1.14,7.74,101.62,Moderate
Amritsar,2019-07-22,43.15,76.76,14.02,10.40,17.86,11.33,0.31,11.10,16.24,3.40,1.25,13.71,105.39,Moderate
Amritsar,2019-07-23,48.85,74.56,7.77,9.49,17.26,10.22,0.17,12.12,22.14,4.40,1.15,14.56,110.05,Moderate
Amritsar,2019-07-24,43.72,69.77,7.82,9.53,17.10,10.20,0.38,15.18,27.31,4.18,1.14,13.14,108.06,Moderate
Amritsar,2019-07-25,28.22,53.00,8.29,9.31,16.63,10.16,0.27,12.54,21.49,3.50,1.06,10.07,87.18,Satisfactory
Amritsar,2019-07-26,24.73,49.38,9.45,9.94,18.63,10.66,0.50,11.80,14.03,3.70,1.12,13.25,83.79,Satisfactory
Amritsar,2019-07-27,27.50,48.96,9.94,10.97,18.41,10.72,0.43,15.86,16.11,3.91,1.14,12.61,91.23,Satisfactory
Amritsar,2019-07-28,26.73,47.19,13.19,13.84,21.83,11.87,0.63,16.16,7.20,5.00,1.15,11.83,93.76,Satisfactory
Amritsar,2019-07-29,29.12,48.46,12.49,14.06,20.12,11.88,0.26,14.42,9.09,4.03,1.10,12.32,93.22,Satisfactory
Amritsar,2019-07-30,25.95,51.61,16.38,14.30,23.36,13.78,0.08,11.39,13.14,4.32,1.18,13.25,84.75,Satisfactory
Amritsar,2019-07-31,17.41,41.49,9.36,9.96,17.13,10.51,0.35,12.07,14.03,3.58,1.09,8.20,75.62,Satisfactory
Amritsar,2019-08-01,23.92,45.63,8.83,10.22,17.60,10.46,0.51,21.06,11.71,3.73,1.13,5.79,95.15,Satisfactory
Amritsar,2019-08-02,16.58,37.38,9.06,9.41,17.40,10.23,0.10,9.62,18.66,3.33,1.12,4.83,69.66,Satisfactory
Amritsar,2019-08-03,24.34,49.36,9.15,9.82,17.87,10.23,0.54,5.44,16.52,3.32,1.11,8.31,77.00,Satisfactory
Amritsar,2019-08-04,41.60,63.19,7.75,9.07,16.81,10.07,0.54,5.36,13.28,4.21,1.16,3.18,97.51,Satisfactory
Amritsar,2019-08-05,31.11,54.02,8.11,9.13,15.87,10.09,0.24,4.81,10.51,3.88,1.09,8.74,82.75,Satisfactory
Amritsar,2019-08-06,33.02,56.30,8.78,9.18,17.56,10.12,0.28,5.25,16.48,3.67,1.15,12.32,84.25,Satisfactory
Amritsar,2019-08-07,27.95,50.61,7.85,8.96,16.73,10.06,0.50,5.53,17.22,3.35,1.13,12.05,79.45,Satisfactory
Amritsar,2019-08-08,27.18,64.55,8.85,8.96,16.41,10.13,0.48,2.96,14.03,3.75,1.11,13.80,78.57,Satisfactory
Amritsar,2019-08-09,21.42,44.31,8.60,9.28,17.60,10.27,0.15,5.62,12.00,3.85,1.16,4.09,72.43,Satisfactory
Amritsar,2019-08-10,21.94,49.35,8.25,9.30,17.08,10.06,0.51,7.89,13.87,3.59,1.13,2.47,78.60,Satisfactory
Amritsar,2019-08-11,27.52,52.67,8.47,9.00,16.78,10.12,0.49,4.60,14.89,3.32,1.11,3.37,80.33,Satisfactory
Amritsar,2019-08-12,32.26,59.32,7.63,9.02,16.62,10.05,0.27,7.12,12.27,3.51,1.14,3.88,88.89,Satisfactory
Amritsar,2019-08-13,20.54,44.11,9.32,8.87,18.19,10.08,0.28,6.38,14.61,2.80,1.12,4.31,72.62,Satisfactory
Amritsar,2019-08-14,23.62,49.13,12.23,9.02,21.25,10.42,0.76,5.33,10.80,2.93,1.13,2.00,78.02,Satisfactory
Amritsar,2019-08-15,23.28,50.89,13.50,9.19,22.46,10.72,0.62,5.42,10.12,3.24,1.13,1.98,77.35,Satisfactory
Amritsar,2019-08-16,22.43,46.17,13.50,9.19,22.22,10.72,0.57,5.57,10.14,3.00,1.10,2.70,75.34,Satisfactory
Amritsar,2019-08-17,19.43,39.75,13.50,9.19,22.69,10.72,0.42,6.13,14.29,3.16,1.13,2.00,70.36,Satisfactory
Amritsar,2019-08-18,11.69,37.87,13.50,9.19,22.69,10.72,0.56,9.05,16.87,2.86,1.13,2.15,66.21,Satisfactory
Amritsar,2019-08-19,16.58,35.71,13.46,9.16,21.71,10.68,0.29,6.64,18.05,2.74,1.06,2.92,66.10,Satisfactory
Amritsar,2019-08-20,25.06,53.57,13.50,9.19,22.69,10.72,0.53,6.39,24.63,3.15,1.14,2.00,78.22,Satisfactory
Amritsar,2019-08-21,42.78,75.93,13.30,9.07,22.38,10.76,0.29,6.24,25.90,3.16,1.14,2.00,99.08,Satisfactory
Amritsar,2019-08-22,34.69,70.15,12.91,8.91,21.82,10.92,0.22,6.12,22.01,2.63,1.13,2.00,90.33,Satisfactory
Amritsar,2019-08-23,34.90,72.30,13.10,8.83,21.94,11.05,0.24,9.00,28.31,2.25,1.02,2.00,93.50,Satisfactory
Amritsar,2019-08-24,42.01,80.46,13.17,8.87,22.01,11.03,0.28,5.79,24.41,2.43,1.12,2.00,99.32,Satisfactory
Amritsar,2019-08-25,67.45,118.13,17.57,28.56,32.31,23.48,2.25,14.53,34.49,3.28,8.70,3.07,169.58,Moderate
Amritsar,2019-08-26,36.18,45.75,14.23,10.58,21.59,10.75,0.45,9.77,15.82,1.74,0.98,1.87,93.78,Satisfactory
Amritsar,2019-08-27,36.30,63.21,14.22,9.14,22.63,11.17,0.55,6.49,18.33,2.49,1.13,2.00,92.62,Satisfactory
Amritsar,2019-08-28,44.57,73.97,13.10,8.95,21.55,11.12,0.18,8.70,19.26,2.76,1.12,1.98,103.88,Moderate
Amritsar,2019-08-29,35.47,62.21,14.53,9.47,22.60,11.18,0.30,5.48,20.87,2.20,1.10,1.98,89.29,Satisfactory
Amritsar,2019-08-30,37.27,62.08,22.98,11.54,31.46,12.70,0.47,6.96,18.45,2.12,1.11,2.00,93.51,Satisfactory
Amritsar,2019-08-31,42.27,66.27,21.96,19.49,37.54,11.58,0.61,6.46,19.43,2.34,1.12,2.00,106.36,Moderate
Amritsar,2019-09-01,41.31,67.58,13.20,8.82,21.98,11.05,0.38,5.80,17.12,2.50,1.12,2.00,97.09,Satisfactory
Amritsar,2019-09-02,29.85,53.60,13.17,8.92,22.06,11.09,0.57,9.33,15.45,2.21,1.11,2.00,88.20,Satisfactory
Amritsar,2019-09-03,41.67,71.05,13.23,8.81,21.81,11.06,1.49,21.08,29.75,2.45,1.42,1.96,119.11,Moderate
Amritsar,2019-09-04,43.40,142.24,13.25,8.81,22.06,11.07,0.82,5.98,34.02,1.99,1.11,2.00,116.50,Moderate
Amritsar,2019-09-05,20.82,36.97,13.25,8.81,22.06,11.07,0.68,5.70,21.35,1.72,1.10,2.00,71.08,Satisfactory
Amritsar,2019-09-06,32.17,53.74,13.24,8.81,21.81,11.07,0.94,6.19,13.45,1.79,1.09,1.98,88.85,Satisfactory
Amritsar,2019-09-07,32.83,58.77,13.26,8.77,22.03,11.08,1.00,6.30,13.84,1.97,1.11,2.00,90.87,Satisfactory
Amritsar,2019-09-08,28.54,56.86,16.30,12.06,25.35,11.66,0.84,5.78,14.57,2.03,1.11,2.00,86.90,Satisfactory
Amritsar,2019-09-09,38.61,76.30,22.78,16.01,32.96,12.24,1.17,7.33,17.04,2.06,1.10,1.98,105.84,Moderate
Amritsar,2019-09-10,39.22,75.57,14.89,11.70,24.65,9.68,0.94,9.50,14.20,2.08,1.13,2.00,106.67,Moderate
Amritsar,2019-09-11,41.36,79.85,13.16,11.20,23.58,9.48,0.30,9.68,15.60,2.04,1.11,2.00,106.98,Moderate
Amritsar,2019-09-12,40.96,75.26,13.75,10.70,23.86,9.46,0.86,9.26,19.20,1.90,1.11,2.00,106.40,Moderate
Amritsar,2019-09-13,35.44,63.10,13.54,10.91,23.88,9.48,1.13,12.01,29.03,1.74,1.10,2.00,101.35,Moderate
Amritsar,2019-09-14,45.56,70.58,17.74,14.37,30.73,9.51,1.52,16.32,19.24,1.92,1.18,1.98,123.08,Moderate
Amritsar,2019-09-15,42.86,69.71,16.53,10.58,23.69,9.61,0.67,7.64,22.40,2.07,1.10,1.98,102.80,Moderate
Amritsar,2019-09-16,33.95,61.35,18.80,17.21,28.34,10.34,0.47,12.85,24.20,1.92,1.08,1.96,102.35,Moderate
Amritsar,2019-09-17,37.32,65.85,15.01,11.66,25.01,9.59,0.09,15.59,28.21,2.02,1.11,2.00,103.73,Moderate
Amritsar,2019-09-18,43.51,74.09,13.95,10.94,24.26,9.55,0.35,12.01,26.59,2.04,1.22,2.00,108.56,Moderate
Amritsar,2019-09-19,31.24,54.09,14.64,11.30,24.58,9.65,1.37,15.55,23.48,1.78,1.10,2.00,101.23,Moderate
Amritsar,2019-09-20,27.76,52.71,14.00,11.15,24.29,9.29,1.29,20.75,24.46,1.85,1.11,2.00,103.14,Moderate
Amritsar,2019-09-21,33.91,61.33,13.95,11.05,23.54,9.45,1.42,43.86,21.75,1.93,1.08,1.95,138.78,Moderate
Amritsar,2019-09-22,46.92,76.58,13.60,10.93,23.48,9.62,0.69,41.56,36.57,2.25,1.11,2.00,146.54,Moderate
Amritsar,2019-09-23,29.63,55.14,13.39,10.91,23.32,9.50,0.51,6.26,32.18,1.83,1.15,1.98,84.04,Satisfactory
Amritsar,2019-09-24,29.20,55.32,13.75,10.56,23.89,9.34,0.60,10.52,27.30,1.96,1.11,2.00,89.29,Satisfactory
Amritsar,2019-09-25,60.23,82.57,13.29,10.91,23.27,9.46,1.17,20.53,25.56,2.18,1.11,2.00,140.24,Moderate
Amritsar,2019-09-26,78.08,97.22,13.34,10.88,23.30,9.51,0.96,10.46,13.97,2.18,1.08,1.95,150.02,Moderate
Amritsar,2019-09-27,35.00,62.07,13.04,10.44,23.08,9.32,0.81,13.46,11.17,1.94,1.10,1.98,103.39,Moderate
Amritsar,2019-09-28,21.75,50.58,13.42,10.49,23.87,9.41,0.68,8.25,11.70,1.81,1.11,2.00,81.25,Satisfactory
Amritsar,2019-09-29,12.58,41.81,12.94,10.51,23.20,9.34,0.57,9.96,14.39,1.68,1.09,1.98,71.64,Satisfactory
Amritsar,2019-09-30,16.26,48.02,13.12,10.54,23.63,9.32,0.56,16.98,11.52,1.66,1.10,2.00,85.22,Satisfactory
Amritsar,2019-10-01,18.15,51.03,13.16,10.58,23.71,9.36,0.62,21.48,15.92,1.72,1.11,2.00,92.55,Satisfactory
Amritsar,2019-10-02,27.76,65.44,13.38,10.66,23.26,9.41,0.82,49.41,18.07,1.88,1.07,1.99,138.09,Moderate
Amritsar,2019-10-03,28.07,69.46,12.93,10.32,22.75,9.29,0.58,10.21,21.01,2.58,1.09,2.93,91.51,Satisfactory
Amritsar,2019-10-04,24.00,51.78,13.19,10.56,23.62,9.32,0.09,6.60,15.08,3.58,1.18,2.91,77.65,Satisfactory
Amritsar,2019-10-05,30.18,54.28,12.51,10.30,22.68,8.98,0.21,4.80,27.04,4.02,1.19,2.15,80.61,Satisfactory
Amritsar,2019-10-06,66.88,95.67,11.96,12.09,20.86,30.09,0.32,4.70,39.06,5.13,1.20,1.98,122.66,Moderate
Amritsar,2019-10-07,34.53,75.78,10.57,11.41,20.97,30.69,0.23,3.05,36.75,3.45,1.15,2.00,85.51,Satisfactory
Amritsar,2019-10-08,48.20,73.60,12.29,11.35,21.70,31.13,0.28,1.51,35.60,4.20,1.18,2.00,95.82,Satisfactory
Amritsar,2019-10-09,47.82,71.06,27.37,12.56,25.77,37.76,0.33,4.19,32.11,3.20,1.07,2.48,95.73,Satisfactory
Amritsar,2019-10-10,36.76,64.47,10.50,11.64,20.98,30.77,0.31,1.64,42.89,3.24,1.15,2.00,83.06,Satisfactory
